Reference area,TIME_PERIOD,OBS_VALUE,Sex.1
Switzerland,1992,12.6,Female
Switzerland,1992,14,Female
Switzerland,1992,16.1,Female
Switzerland,1992,17.5,Female
Switzerland,1992,15.9,Female
Switzerland,1992,17.4,Female
Switzerland,1997,15.7,Female
Switzerland,1997,65.2,Female
Switzerland,1997,42.3,Male
Switzerland,1997,41.4,Male
Switzerland,1997,42,Male
Switzerland,1997,43.6,Male
Switzerland,1997,42.2,Male
Switzerland,1997,43,Male
Switzerland,1997,11.5,Total
Switzerland,2002,12.8,Total
Switzerland,2002,15.4,Total
Switzerland,2002,16.4,Total
Switzerland,2002,15.7,Total
Switzerland,2002,16.9,Total
Switzerland,2002,15.9,Total
Switzerland,2002,40.5,Female
Switzerland,2002,43,Female
Switzerland,2002,46.2,Female
Switzerland,2007,49.3,Female
Switzerland,2007,43.8,Female
Switzerland,2007,46,Female
Switzerland,2007,47.7,Female
Switzerland,2007,45.8,Male
Switzerland,2007,45.9,Male
Switzerland,2007,40.7,Male
Switzerland,2007,19.1,Male
Switzerland,2007,15.1,Male
Switzerland,2012,15.2,Male
Switzerland,2012,14.5,Male
Switzerland,2012,14.5,Male
Switzerland,2012,15.9,Male
Switzerland,2012,20.6,Male
Switzerland,2012,24.9,Female
Switzerland,2012,27.3,Female
Switzerland,2012,29.6,Female
Switzerland,2012,31,Female
Switzerland,2017,16.2,Female
Switzerland,2017,18,Female
Switzerland,2017,16.7,Female
Switzerland,2017,62.9,Male
Switzerland,2017,62.7,Male
Switzerland,2017,57.8,Male
Switzerland,2017,57.2,Male
Switzerland,2017,59.1,Male
Switzerland,2017,62.8,Male
Switzerland,2022,66.8,Male
Switzerland,2022,27.6,Female
Switzerland,2022,28,Female
Switzerland,2022,31,Female
Switzerland,2022,16.5,Total
Switzerland,2022,17.6,Total
Switzerland,2022,16.9,Total
Switzerland,2022,32.2,Total
Switzerland,2022,35.7,Total
Ukraine,1975,37.9,Total
Ukraine,1975,38.3,Total
Ukraine,1975,33.6,Total
Ukraine,1976,34,Total
Ukraine,1976,34.6,Total
Ukraine,1976,47.6,Total
Ukraine,1977,50.8,Total
Ukraine,1977,54.2,Total
Ukraine,1977,57.7,Total
Ukraine,1978,50.1,Total
Ukraine,1978,51.6,Total
Ukraine,1978,51.5,Total
Ukraine,1979,18.9,Total
Ukraine,1979,16.2,Total
Ukraine,1979,15.4,Total
Ukraine,1980,15.1,Total
Ukraine,1980,15.1,Total
Ukraine,1980,16.3,Total
Ukraine,1981,19.4,Total
Ukraine,1981,17.1,Male
Ukraine,1981,16.8,Male
Ukraine,1982,17.1,Male
Ukraine,1982,42,Male
Ukraine,1982,44.6,Male
Ukraine,1983,46.9,Male
Ukraine,1983,46.2,Male
Ukraine,1983,18.4,Female
Ukraine,1984,17.4,Female
Ukraine,1984,15.6,Female
Ukraine,1984,15.7,Female
Ukraine,1985,15.7,Female
Ukraine,1985,16.6,Female
Ukraine,1985,18.3,Female
Ukraine,1986,29.6,Female
Ukraine,1986,30.2,Female
Ukraine,1986,30.5,Female
Ukraine,1987,55.1,Total
Ukraine,1987,55.6,Total
Ukraine,1987,56.5,Total
Ukraine,1988,45.4,Female
Ukraine,1988,47.6,Female
Ukraine,1988,48.5,Female
Ukraine,1989,38.7,Total
Ukraine,1989,36.4,Total
Ukraine,1989,37.1,Total
Ukraine,1990,64.9,Male
Ukraine,1990,63.7,Male
Ukraine,1990,64.4,Male
Ukraine,1991,17,Male
Ukraine,1991,21,Male
Ukraine,1991,20.7,Male
Ukraine,1992,47.9,Male
Ukraine,1992,42.7,Male
Ukraine,1992,43.7,Male
Ukraine,1993,16.4,Total
Ukraine,1993,19.2,Total
Ukraine,1993,19.4,Total
Ukraine,1994,15.8,Female
Ukraine,1994,17.4,Female
Ukraine,1994,18,Female
Ukraine,1995,32.3,Total
Ukraine,1995,32.3,Total
Ukraine,1995,33.5,Total
Ukraine,1996,33.5,Total
Ukraine,1996,34.4,Total
Ukraine,1996,33.3,Total
Ukraine,1997,33,Total
Ukraine,1997,33.4,Total
Ukraine,1997,34.4,Total
Ukraine,1998,34,Total
Ukraine,1998,34.7,Total
Ukraine,1998,34.5,Total
Ukraine,1999,35.1,Total
Ukraine,1999,35.3,Total
Ukraine,1999,35.3,Total
Ukraine,2000,35.2,Total
Ukraine,2000,34.3,Total
Ukraine,2000,36,Total
Ukraine,2001,35.9,Total
Ukraine,2001,35.1,Total
Ukraine,2001,35.8,Total
Ukraine,2002,35.4,Total
Ukraine,2002,35.6,Total
Ukraine,2002,36,Total
Ukraine,2003,36,Total
Ukraine,2003,5.5,Total
Ukraine,2003,7.9,Total
Ukraine,2004,8.1,Total
Ukraine,2004,8.1,Total
Ukraine,2004,9.2,Total
Ukraine,2005,9.2,Total
Ukraine,2005,10.3,Total
Ukraine,2005,9.8,Total
Ukraine,2006,9.9,Total
Ukraine,2006,10.9,Total
Ukraine,2006,9,Total
Ukraine,2007,10.6,Total
Ukraine,2007,10.3,Total
Ukraine,2007,10.9,Total
Ukraine,2008,11.3,Total
Ukraine,2008,11,Total
Ukraine,2008,11.8,Total
Ukraine,2009,11.7,Total
Ukraine,2009,12.2,Total
Ukraine,2009,12.3,Total
Ukraine,2010,13,Total
Ukraine,2010,13.1,Total
Ukraine,2010,14.1,Total
Ukraine,2011,13.7,Total
Ukraine,2011,14.4,Total
Ukraine,2011,15.3,Total
Ukraine,2012,16.1,Total
Ukraine,2012,25.3,Female
Ukraine,2012,25.3,Female
Ukraine,2013,26.6,Female
Ukraine,2013,26.6,Female
Ukraine,2013,28,Female
Ukraine,2014,27,Female
Ukraine,2014,25.7,Female
Ukraine,2014,26.3,Female
Ukraine,2015,26.8,Female
Ukraine,2015,26.7,Female
Ukraine,2015,27,Female
Ukraine,2016,27.4,Female
Ukraine,2016,28.2,Female
Ukraine,2016,28.5,Female
United Kingdom,1980,27.7,Female
United Kingdom,1980,28.3,Female
United Kingdom,1980,27.8,Female
United Kingdom,1980,28.9,Female
United Kingdom,1980,29.7,Female
United Kingdom,1980,28,Female
United Kingdom,1980,29.3,Female
United Kingdom,1980,29.7,Female
United Kingdom,1987,29.1,Female
United Kingdom,1987,30.4,Female
United Kingdom,1987,30.4,Female
United Kingdom,1987,47.4,Male
United Kingdom,1987,47.4,Male
United Kingdom,1987,49.6,Male
United Kingdom,1987,49.6,Male
United Kingdom,1987,51.9,Male
United Kingdom,1991,49.8,Male
United Kingdom,1991,50.3,Male
United Kingdom,1991,52,Male
United Kingdom,1991,52.2,Male
United Kingdom,1991,52.2,Male
United Kingdom,1991,52.9,Male
United Kingdom,1991,53,Male
United Kingdom,1991,53.9,Male
United Kingdom,1992,53.6,Male
United Kingdom,1992,54.6,Male
United Kingdom,1992,54.2,Male
United Kingdom,1992,52.9,Male
United Kingdom,1992,55.3,Male
United Kingdom,1992,56.1,Male
United Kingdom,1992,56.1,Male
United Kingdom,1992,56.6,Male
United Kingdom,1993,55.3,Male
United Kingdom,1993,56.7,Male
United Kingdom,1993,57.2,Male
United Kingdom,1993,57.4,Male
United Kingdom,1993,39.4,Male
United Kingdom,1993,39.4,Male
United Kingdom,1993,40.3,Male
United Kingdom,1993,40.3,Male
United Kingdom,1993,40.9,Male
United Kingdom,1994,39.6,Male
United Kingdom,1994,40.4,Male
United Kingdom,1994,40.6,Male
United Kingdom,1994,42,Male
United Kingdom,1994,41.4,Male
United Kingdom,1994,42.3,Male
United Kingdom,1994,41.7,Male
United Kingdom,1994,41.9,Male
United Kingdom,1994,42,Male
United Kingdom,1995,42.9,Male
United Kingdom,1995,42.1,Male
United Kingdom,1995,40.6,Male
United Kingdom,1995,43,Male
United Kingdom,1995,41.8,Male
United Kingdom,1995,42.1,Male
United Kingdom,1995,42.1,Male
United Kingdom,1995,40.9,Male
United Kingdom,1995,42,Male
United Kingdom,1996,41.4,Male
United Kingdom,1996,41.3,Male
United Kingdom,1996,4.9,Male
United Kingdom,1996,5.4,Male
United Kingdom,1996,7.9,Male
United Kingdom,1996,8,Male
United Kingdom,1996,8,Male
United Kingdom,1996,9.3,Male
United Kingdom,1996,9.3,Male
United Kingdom,1997,11,Male
United Kingdom,1997,10.2,Male
United Kingdom,1997,10,Male
United Kingdom,1997,11.4,Male
United Kingdom,1997,10.3,Male
United Kingdom,1997,10.8,Male
United Kingdom,1997,10.6,Male
United Kingdom,1997,11.3,Male
United Kingdom,1997,12,Male
United Kingdom,1998,11.6,Male
United Kingdom,1998,11.7,Male
United Kingdom,1998,12.1,Male
United Kingdom,1998,12.3,Male
United Kingdom,1998,12.3,Male
United Kingdom,1998,14.2,Male
United Kingdom,1998,14,Male
United Kingdom,1998,14.6,Male
United Kingdom,1998,14.4,Male
United Kingdom,1999,14.7,Male
United Kingdom,1999,15.7,Male
United Kingdom,1999,16.1,Male
United Kingdom,1999,33.6,Female
United Kingdom,1999,33.6,Female
United Kingdom,1999,35.8,Female
United Kingdom,1999,35.8,Female
United Kingdom,1999,37.6,Female
United Kingdom,1999,36.5,Female
United Kingdom,2000,35.4,Female
United Kingdom,2000,36.6,Female
United Kingdom,2000,34.5,Female
United Kingdom,2000,37,Female
United Kingdom,2000,36.9,Female
United Kingdom,2000,37.9,Female
United Kingdom,2000,38.8,Female
United Kingdom,2000,39,Female
United Kingdom,2000,39.5,Female
United Kingdom,2001,39.5,Female
United Kingdom,2001,39.9,Female
United Kingdom,2001,41.1,Female
United Kingdom,2001,41.4,Female
United Kingdom,2001,40.2,Female
United Kingdom,2001,42.9,Female
United Kingdom,2001,42.8,Female
United Kingdom,2001,43.2,Female
United Kingdom,2001,45.3,Female
United Kingdom,2002,46.6,Female
United Kingdom,2002,40.4,Total
United Kingdom,2002,40.4,Total
United Kingdom,2002,42.7,Total
United Kingdom,2002,42.7,Total
United Kingdom,2002,44.7,Total
United Kingdom,2002,43.1,Total
United Kingdom,2002,42.8,Total
United Kingdom,2002,44.3,Total
United Kingdom,2003,43.4,Total
United Kingdom,2003,44.6,Total
United Kingdom,2003,44.9,Total
United Kingdom,2003,45.5,Total
United Kingdom,2003,46.4,Total
United Kingdom,2003,46.3,Total
United Kingdom,2003,47.1,Total
United Kingdom,2003,46.9,Total
United Kingdom,2003,46.5,Total
United Kingdom,2004,48.3,Total
United Kingdom,2004,48.8,Total
United Kingdom,2004,48.2,Total
United Kingdom,2004,49.9,Total
United Kingdom,2004,49.1,Total
United Kingdom,2004,50,Total
United Kingdom,2004,51.4,Total
United Kingdom,2004,52.1,Total
United Kingdom,2004,5.2,Female
United Kingdom,2005,5.6,Female
United Kingdom,2005,7.8,Female
United Kingdom,2005,8.3,Female
United Kingdom,2005,8.3,Female
United Kingdom,2005,9.2,Female
United Kingdom,2005,9.2,Female
United Kingdom,2005,9.6,Female
United Kingdom,2005,9.5,Female
United Kingdom,2005,9.8,Female
United Kingdom,2006,10.3,Female
United Kingdom,2006,7.7,Female
United Kingdom,2006,10.3,Female
United Kingdom,2006,9.9,Female
United Kingdom,2006,10.6,Female
United Kingdom,2006,10.6,Female
United Kingdom,2006,10.5,Female
United Kingdom,2006,11.8,Female
United Kingdom,2006,11.2,Female
United Kingdom,2007,12.1,Female
United Kingdom,2007,12.2,Female
United Kingdom,2007,11.6,Female
United Kingdom,2007,12.2,Female
United Kingdom,2007,13.6,Female
United Kingdom,2007,13.1,Female
United Kingdom,2007,14.1,Female
United Kingdom,2007,14.9,Female
United Kingdom,2007,16.1,Female
United Kingdom,2008,6.3,Male
United Kingdom,2008,6.6,Male
United Kingdom,2008,6.9,Male
United Kingdom,2008,7.2,Male
United Kingdom,2008,7.5,Male
United Kingdom,2008,7.8,Male
United Kingdom,2008,8.2,Male
United Kingdom,2008,8.5,Male
United Kingdom,2008,8.9,Male
United Kingdom,2009,9.3,Male
United Kingdom,2009,9.7,Male
United Kingdom,2009,10.1,Male
United Kingdom,2009,10.5,Male
United Kingdom,2009,10.9,Male
United Kingdom,2009,11.3,Male
United Kingdom,2009,11.7,Male
United Kingdom,2009,12.1,Male
United Kingdom,2009,12.5,Male
United Kingdom,2010,12.8,Male
United Kingdom,2010,13.2,Male
United Kingdom,2010,13.6,Male
United Kingdom,2010,13.9,Male
United Kingdom,2010,14.3,Male
United Kingdom,2010,14.6,Male
United Kingdom,2010,15,Male
United Kingdom,2010,15.4,Male
United Kingdom,2010,15.7,Male
United Kingdom,2011,16.1,Male
United Kingdom,2011,16.5,Male
United Kingdom,2011,16.9,Male
United Kingdom,2011,17.3,Male
United Kingdom,2011,17.7,Male
United Kingdom,2011,18.2,Male
United Kingdom,2011,18.6,Male
United Kingdom,2011,19.1,Male
United Kingdom,2011,19.6,Male
United Kingdom,2012,20.1,Male
United Kingdom,2012,20.7,Male
United Kingdom,2012,21.3,Male
United Kingdom,2012,21.9,Male
United Kingdom,2012,22.5,Male
United Kingdom,2012,23.2,Male
United Kingdom,2012,12.8,Total
United Kingdom,2012,13.1,Total
United Kingdom,2012,13.4,Total
United Kingdom,2013,13.7,Total
United Kingdom,2013,14.1,Total
United Kingdom,2013,14.4,Total
United Kingdom,2013,14.7,Total
United Kingdom,2013,15.1,Total
United Kingdom,2013,15.4,Total
United Kingdom,2013,15.8,Total
United Kingdom,2013,16.1,Total
United Kingdom,2013,16.5,Total
United Kingdom,2014,16.8,Total
United Kingdom,2014,17.2,Total
United Kingdom,2014,17.5,Total
United Kingdom,2014,17.8,Total
United Kingdom,2014,18.1,Total
United Kingdom,2014,18.4,Total
United Kingdom,2014,18.7,Total
United Kingdom,2014,18.9,Total
United Kingdom,2014,19.2,Total
United Kingdom,2014,19.4,Total
United Kingdom,2014,19.7,Total
United Kingdom,2014,19.9,Total
United Kingdom,2015,20.1,Total
United Kingdom,2015,20.4,Total
United Kingdom,2015,20.6,Total
United Kingdom,2015,20.9,Total
United Kingdom,2015,21.1,Total
United Kingdom,2015,21.4,Total
United Kingdom,2015,21.7,Total
United Kingdom,2015,22,Total
United Kingdom,2015,22.3,Total
United Kingdom,2016,22.6,Total
United Kingdom,2016,23,Total
United Kingdom,2016,23.3,Total
United Kingdom,2016,23.7,Total
United Kingdom,2016,24.2,Total
United Kingdom,2016,24.6,Total
United Kingdom,2016,25.1,Total
United Kingdom,2016,25.6,Total
United Kingdom,2016,26.1,Total
United Kingdom,2017,17.8,Female
United Kingdom,2017,18.2,Female
United Kingdom,2017,18.5,Female
United Kingdom,2017,18.8,Female
United Kingdom,2017,19.2,Female
United Kingdom,2017,19.5,Female
United Kingdom,2017,19.9,Female
United Kingdom,2017,20.2,Female
United Kingdom,2017,20.6,Female
United Kingdom,2017,20.9,Female
United Kingdom,2017,21.3,Female
United Kingdom,2017,21.6,Female
United Kingdom,2017,21.9,Female
United Kingdom,2017,22.2,Female
United Kingdom,2017,22.5,Female
United Kingdom,2018,22.8,Female
United Kingdom,2018,23,Female
United Kingdom,2018,23.2,Female
United Kingdom,2018,23.4,Female
United Kingdom,2018,23.6,Female
United Kingdom,2018,23.8,Female
United Kingdom,2018,23.9,Female
United Kingdom,2018,24.1,Female
United Kingdom,2018,24.2,Female
United Kingdom,2019,24.3,Female
United Kingdom,2019,24.5,Female
United Kingdom,2019,24.6,Female
United Kingdom,2019,24.8,Female
United Kingdom,2019,25,Female
United Kingdom,2019,25.1,Female
United Kingdom,2019,25.3,Female
United Kingdom,2019,25.5,Female
United Kingdom,2019,25.7,Female
United Kingdom,2021,25.9,Female
United Kingdom,2021,26.2,Female
United Kingdom,2021,26.4,Female
United Kingdom,2021,26.7,Female
United Kingdom,2021,27,Female
United Kingdom,2021,27.4,Female
United Kingdom,2021,27.7,Female
United Kingdom,2021,28.1,Female
United Kingdom,2021,28.4,Female
